,pick1_encoded,pick2_encoded,pick3_encoded,pick4_encoded,pick5_encoded,winrate_pick1,winrate_pick2,winrate_pick3,winrate_pick4,winrate_pick5,count_pick1,count_pick2,count_pick3,count_pick4,count_pick5,kills,deaths,assists,team kpm,ckpm,gspd,gpr,gamelength,firstblood,firstdragon,dragons,elementaldrakes,firstherald,heralds,firstbaron,barons,firsttower,firstmidtower,firsttothreetowers,turretplates,earned gpm,goldat15,goldat20,goldat25,golddiffat15,golddiffat20,golddiffat25,xpdiffat20,xpdiffat25,wardsplaced,visionscore,wardskilled,controlwardsbought,cspm,minionkills,monsterkills,csat15,csdiffat15,csat20,csdiffat20,csat25,csdiffat25,damagetochampions,damagetakenperminute,damagemitigatedperminute
617,4,62,92,61,76,0.5,0.3181818181818182,0.6470588235294118,0.3125,0.3684210526315789,10.0,44.0,17.0,16.0,19.0,25,16,72,0.8224,1.3487,0.0612958,0.14,1824,0,1,4,4,0,0,1,1,1,1,1,5,1425.0987,24410,37129,47146,-1606,1362,1581,857,2203,107,278,62,52,33.5526,847,173,545,14,709,66,868,48,102806,2994.3421,4320.9539
845,5,58,13,47,49,0.3181818181818182,0.25,0.1818181818181818,0.125,0.0,22.0,24.0,11.0,8.0,2.0,4,21,8,0.1395,0.8721,-0.0493271,-0.87,1720,0,0,1,1,1,2,0,0,1,1,0,4,1065.8721,24635,34717,43346,-1541,-1394,-3181,-3296,-5109,91,238,62,33,37.2558,901,167,564,-19,785,-12,987,-30,52211,3577.8488,2595.3488
1351,31,45,77,95,110,0.6363636363636364,0.6666666666666666,0.7419354838709677,0.7916666666666666,0.8181818181818182,22.0,12.0,31.0,24.0,11.0,16,14,45,0.3753,0.7037,-0.0961609,0.84,2558,0,1,5,4,0,0,0,0,1,0,1,5,1271.0008,25730,36834,44570,-550,2244,1996,-963,-1150,182,495,129,68,34.5973,1159,316,515,16,735,41,902,35,121047,3148.2408,4906.9586
425,26,35,44,37,83,0.25,0.6896551724137931,0.5769230769230769,0.4285714285714285,0.5625,4.0,29.0,26.0,7.0,16.0,2,10,2,0.0749,0.4492,-0.0549351,-1.05,1603,1,1,1,1,0,0,0,0,0,0,0,2,891.8403,24211,32354,39996,-2076,-3627,-4639,-187,-650,122,200,43,46,34.6226,762,163,533,9,719,-11,907,-24,40374,2272.0649,1803.8553
1183,62,29,90,97,82,0.28,0.1666666666666666,0.4,0.3571428571428571,0.2333333333333333,25.0,6.0,15.0,14.0,30.0,4,15,5,0.1601,0.7605,-0.125076,-0.49,1499,1,1,3,3,1,1,0,0,0,0,0,2,918.8526,23705,32167,39624,-363,-3251,-10479,-3005,-12035,97,232,39,41,34.1428,700,153,550,2,731,-44,853,-86,35911,2801.7078,3313.7692
375,36,82,19,38,102,0.6428571428571429,0.5833333333333334,0.5,0.5,0.5714285714285714,14.0,12.0,8.0,34.0,14.0,18,16,48,0.443,0.8368,0.0776272,-0.99,2438,0,0,2,1,1,1,1,2,0,0,0,4,1295.5865,22682,31056,38707,-1696,-4318,-5022,-4215,-5295,137,335,64,63,30.9844,1023,236,512,-10,650,-26,825,-45,104316,3178.3265,4238.5398
1057,34,38,9,34,106,0.2307692307692307,0.2142857142857142,0.2777777777777778,0.125,0.0,13.0,14.0,36.0,16.0,3.0,2,12,3,0.0565,0.3955,0.00268233,0.04,2124,1,1,2,2,0,0,0,0,1,1,1,2,1044.6045,24596,33945,41925,-61,534,-300,-239,-2386,164,401,97,58,36.3559,1113,174,560,-15,752,-21,905,-41,46752,2656.1299,2145.0282
424,19,41,110,72,124,0.6956521739130435,0.8292682926829268,0.8205128205128205,0.8076923076923077,0.9166666666666666,23.0,41.0,39.0,26.0,12.0,10,2,21,0.3743,0.4492,0.0549351,1.05,1603,0,0,3,3,1,2,0,0,1,1,1,4,1190.7548,26287,35981,44635,2076,3627,4639,187,650,113,311,72,35,36.3069,787,183,524,-9,730,11,931,24,36689,2213.3749,2447.0867
1775,9,65,33,72,63,0.1428571428571428,0.5,0.375,0.3461538461538461,0.0,14.0,2.0,16.0,26.0,1.0,2,22,3,0.0901,1.0811,-0.260468,-3.21,1332,0,0,0,0,0,0,0,0,0,0,0,1,917.973,24090,31491,0,-3164,-9696,0,-8366,0,78,173,37,23,34.1441,632,126,565,23,702,-25,0,0,44298,3545.045,2495.1802
1309,0,45,72,1,15,0.75,0.7692307692307693,0.6785714285714286,0.5,0.8823529411764706,28.0,26.0,28.0,14.0,17.0,20,15,56,0.5236,0.9162,0.0221368,-0.41,2292,0,0,2,2,1,1,1,1,1,0,0,6,1250.6021,24846,33101,43077,-567,-3121,-3513,-1112,-2677,156,382,67,46,32.0681,988,237,535,24,716,6,890,-14,92062,3000.733,3125.8377
1285,56,30,106,9,60,0.5714285714285714,0.3076923076923077,0.5,1.0,0.3333333333333333,7.0,13.0,12.0,2.0,6.0,21,5,49,0.4854,0.6009,0.113107,1.08,2596,1,0,3,3,0,0,1,1,0,0,0,0,1204.7149,24678,35979,44420,-113,2031,3469,4487,5686,171,440,75,56,33.7673,1167,294,624,25,812,36,987,55,163774,4049.8382,6204.5455
1849,27,78,110,49,27,0.5769230769230769,0.53125,0.4814814814814814,0.5833333333333334,0.7142857142857143,26.0,32.0,27.0,12.0,7.0,19,12,40,0.4402,0.7181,0.141698,1.38,2590,0,0,4,4,0,0,0,2,1,0,1,2,1366.9112,24752,35548,46482,81,2175,3297,2431,2079,184,450,119,64,36.7645,1261,326,545,17,776,52,950,87,105865,3385.4595,3150.5792
350,61,58,9,49,120,0.5,0.6595744680851063,0.7297297297297297,0.6,0.45,20.0,47.0,37.0,20.0,20.0,13,5,27,0.3603,0.4988,0.0684105,2.01,2165,0,0,4,4,1,2,1,1,1,1,1,10,1313.0716,27351,37428,45634,3484,4241,4617,1208,2156,143,404,103,64,38.5774,1160,232,564,46,760,39,983,60,64620,2950.7806,2557.0254
1898,37,78,46,82,102,0.25,0.53125,0.5833333333333334,0.0,0.5652173913043478,4.0,32.0,12.0,1.0,23.0,16,25,33,0.5585,1.4311,-0.119304,-3.2,1719,0,1,1,1,0,0,0,0,0,0,0,4,1057.6614,24923,34851,43219,-3820,-3416,-4186,65,-1027,100,231,45,38,30.0175,698,162,500,-17,662,-20,791,-39,63526,3731.4485,3278.918
1501,55,76,58,100,50,0.8,0.5,0.6470588235294118,0.6666666666666666,0.5,5.0,20.0,34.0,15.0,2.0,12,24,28,0.347,1.041,-0.13395,-0.32,2075,1,1,2,2,1,1,0,0,1,1,0,5,990.6506,26188,34433,41836,754,-369,-1967,-744,-2554,141,337,63,63,31.2867,869,213,540,10,738,-4,895,-3,80096,3349.9373,3699.6723
222,11,16,39,24,9,0.3333333333333333,0.25,0.4,0.5882352941176471,0.3809523809523809,3.0,8.0,5.0,17.0,21.0,7,15,9,0.2059,0.6471,-0.110374,-0.3,2040,0,0,1,1,0,0,0,0,0,1,0,3,1002.2941,25079,32861,42648,1564,-522,903,113,1826,0,324,58,53,34.7647,978,204,520,-5,708,-17,939,-9,58890,2427.8824,1775.2941
1010,33,0,9,111,79,0.8611111111111112,0.5238095238095238,0.5348837209302325,0.5416666666666666,0.4242424242424242,36.0,21.0,43.0,48.0,33.0,16,8,38,0.4402,0.6602,0.0132151,0.72,2181,1,1,3,3,0,0,0,2,1,0,0,6,1337.8817,24755,33944,40687,1177,1550,-2733,496,-4948,160,382,74,44,34.9381,1031,239,525,15,748,28,893,15,82306,3374.8556,3496.2036
1537,52,13,84,111,3,0.6595744680851063,0.6296296296296297,0.75,0.4761904761904761,0.5789473684210527,47.0,27.0,4.0,21.0,19.0,22,6,57,0.7688,0.9785,0.178707,2.59,1717,0,1,3,3,1,1,1,1,1,1,1,4,1405.4048,25742,37601,50293,1986,6467,9233,6746,10345,98,236,31,43,35.5737,792,226,585,22,768,56,951,83,84436,3649.1322,4086.7443
1143,31,47,57,0,102,0.75,0.7368421052631579,0.6428571428571429,0.5238095238095238,0.5714285714285714,20.0,19.0,14.0,21.0,14.0,2,11,8,0.0805,0.5231,-0.117009,-1.8,1491,0,0,0,0,0,0,0,0,0,0,0,2,844.7082,23395,31210,37577,-1269,-2585,-10237,-2660,-13420,75,192,36,28,32.5956,658,152,548,-16,686,-44,810,-68,43276,2758.1891,2582.5755
1212,61,7,62,55,126,0.4375,0.2857142857142857,0.0,0.5,0.0,16.0,14.0,4.0,16.0,1.0,7,18,14,0.2798,0.9993,-0.16516,-2.25,1501,1,0,0,0,1,1,0,0,0,0,0,2,947.2885,25846,33964,40371,-1545,-4840,-12118,-3386,-12065,74,165,29,34,32.7781,658,162,530,-47,732,-60,820,-109,55351,4315.9227,2912.8581
1435,38,7,37,38,53,0.76,0.7575757575757576,0.8,0.7962962962962963,0.9090909090909092,25.0,33.0,15.0,54.0,11.0,19,13,53,0.5813,0.9791,0.0361991,0.81,1961,1,1,3,3,1,1,1,1,1,1,1,4,1253.8501,24341,34964,45684,-703,427,2226,579,1934,147,295,54,51,31.8511,838,203,526,9,690,7,831,-9,62309,3169.077,3667.588
1570,55,72,17,5,68,0.4444444444444444,0.2222222222222222,0.2142857142857142,0.2916666666666667,0.2,9.0,9.0,14.0,24.0,20.0,18,17,44,0.4745,0.9227,0.051256,-0.84,2276,1,0,1,1,1,1,1,2,0,1,0,0,1333.8928,23293,32148,43119,-2789,-3568,-1366,-1926,659,157,373,68,53,35.7206,1078,277,545,-52,769,-52,977,-21,115098,3455.5888,4548.4534
1691,9,62,37,24,68,0.2352941176470588,0.21875,0.2,0.5333333333333333,0.25,17.0,32.0,15.0,15.0,24.0,19,10,55,0.6537,0.9977,0.106766,-1.46,1744,0,1,2,2,0,0,1,1,0,0,0,3,1352.6491,22807,33350,43356,-4273,-1849,-240,249,2457,97,245,49,33,33.3028,779,189,521,-12,713,-9,834,-1,89496,3292.1216,2941.1697
821,23,41,33,10,27,0.3333333333333333,0.45,0.56,0.0,0.0,15.0,20.0,25.0,2.0,1.0,2,11,6,0.0651,0.423,-0.124818,-2.68,1844,0,0,0,0,0,1,0,0,0,0,0,2,989.9675,23879,32869,41853,-3743,-3151,-5337,-2251,-5876,114,245,46,53,35.2386,907,176,563,-31,755,-41,935,-61,40739,2237.538,1742.6681
254,25,76,33,76,70,0.5789473684210527,0.3888888888888889,0.55,0.5806451612903226,0.5,19.0,18.0,20.0,31.0,4.0,8,5,17,0.2542,0.4131,0.123546,3.92,1888,0,1,4,4,1,2,1,1,1,1,1,10,1231.3983,25956,34968,44347,4620,4662,6270,1693,5587,0,323,54,51,37.5,909,271,582,88,748,112,968,152,76419,2933.1674,1962.6165
1054,33,76,6,8,0,0.6153846153846154,0.3888888888888889,0.6,0.56,0.631578947368421,26.0,18.0,15.0,25.0,19.0,4,14,8,0.1354,0.6091,-0.0969652,-2.05,1773,0,0,0,0,0,0,0,0,0,0,0,4,940.0677,24224,33169,40908,-2421,-2647,-4894,-1127,-5117,128,303,54,39,32.9949,810,165,528,-47,722,-36,866,-75,44060,2763.3164,2359.9662
913,70,78,26,8,3,0.717948717948718,0.65625,0.5714285714285714,0.7297297297297297,0.6,39.0,32.0,7.0,37.0,20.0,23,11,64,0.6392,0.9449,0.0963107,0.96,2159,0,0,2,2,0,1,1,2,0,1,1,4,1395.2571,25848,35237,46392,1948,1782,3271,1374,3694,140,353,67,67,34.377,1019,218,543,31,757,26,923,33,87679,2961.2321,3351.4405
680,27,58,67,106,79,0.6666666666666666,0.625,0.8571428571428571,0.7142857142857143,0.8076923076923077,9.0,16.0,7.0,14.0,26.0,20,11,51,0.6893,1.0684,0.163415,2.24,1741,0,0,2,2,1,2,1,1,1,1,1,8,1454.1298,26480,36821,49939,1490,2988,8457,265,5521,80,268,70,34,36.4618,866,192,553,46,777,67,934,92,78934,3050.247,3442.0563
1304,61,35,1,94,41,0.5652173913043478,0.5833333333333334,0.6875,0.5,0.5,23.0,12.0,16.0,2.0,34.0,24,2,65,0.9375,1.0156,0.205541,3.21,1536,1,1,3,3,0,0,1,1,1,1,1,4,1416.7969,25817,36939,51399,3262,5504,13138,4548,13884,108,223,30,37,33.3594,705,149,549,22,686,-5,843,37,78155,2953.8672,2763.3203
1325,61,1,45,38,79,0.5652173913043478,0.6875,0.5833333333333334,0.5,0.4242424242424242,23.0,16.0,12.0,34.0,33.0,8,19,17,0.241,0.8133,-0.127871,-1.39,1992,1,0,1,1,0,0,0,0,0,0,0,2,946.3855,24441,32520,40785,-316,-1420,-2378,-1277,-1920,134,333,79,44,32.4398,901,176,519,-32,729,-23,868,-48,75420,3636.2349,3259.7289
900,3,78,32,3,112,0.6428571428571429,0.53125,0.6666666666666666,0.75,0.3888888888888889,14.0,32.0,15.0,8.0,18.0,10,19,23,0.2933,0.8211,-0.104991,-1.79,2046,0,0,2,2,0,0,0,0,1,0,0,3,1039.5015,25208,35624,43716,-1677,-680,-4133,121,-6393,154,352,60,69,31.9648,875,215,509,-48,657,-59,835,-68,74062,3059.1496,2935.6891
934,58,56,58,76,112,0.6363636363636364,0.8,0.6470588235294118,0.6595744680851063,0.5,11.0,15.0,34.0,47.0,20.0,24,7,70,0.7771,1.0038,0.145939,3.27,1853,1,0,3,3,1,2,1,1,1,1,1,9,1365.1052,27386,36576,45734,4499,4101,5734,231,2852,111,308,47,46,31.02,783,175,504,16,672,13,816,19,87465,2740.8635,3764.9757
362,14,88,49,101,20,0.1666666666666666,0.2941176470588235,0.3125,0.28,0.5,6.0,34.0,16.0,25.0,2.0,8,23,10,0.3115,1.207,-0.301651,-3.81,1541,1,0,0,0,0,0,0,0,0,0,0,0,847.6314,23739,32199,38326,-3638,-6670,-14097,-1882,-12196,71,193,39,33,29.4744,626,131,453,-47,628,-52,752,-108,45396,3866.671,3269.6301
336,70,19,49,80,37,0.4166666666666667,0.0,0.3636363636363636,0.3333333333333333,0.3333333333333333,12.0,7.0,11.0,9.0,6.0,4,19,7,0.167,0.9603,-0.325413,-3.73,1437,1,0,0,0,0,0,0,0,0,0,0,2,813.2777,23353,30455,0,-5259,-9830,0,-5436,0,72,141,22,30,30.2714,615,110,505,-49,647,-71,0,0,34477,3541.1273,2576.0752
259,8,40,60,24,99,0.5714285714285714,0.6666666666666666,0.2,0.6428571428571429,0.6666666666666666,7.0,6.0,5.0,28.0,6.0,7,17,9,0.1643,0.5632,-0.154307,-1.28,2557,1,0,0,0,1,2,0,0,0,0,0,4,1046.2808,23856,32295,40767,-991,-2414,-3815,-1099,-3110,0,414,92,65,35.3852,1259,249,505,-44,698,-40,896,-83,83455,2881.7364,2508.0094
1602,58,27,60,13,14,0.3333333333333333,0.65625,0.6666666666666666,0.8823529411764706,0.4615384615384615,18.0,32.0,9.0,17.0,13.0,17,8,29,0.7183,1.0563,0.250929,4.35,1420,1,0,0,0,1,1,1,1,1,1,1,11,1509.7606,31819,39675,0,7859,7609,0,3259,0,79,191,31,24,34.4366,628,187,542,48,738,79,0,0,66367,3934.3099,2756.0282
1687,7,62,36,3,71,0.7297297297297297,0.5434782608695652,0.6097560975609756,0.6,0.0,37.0,46.0,41.0,20.0,1.0,4,16,11,0.1997,0.9983,-0.206946,-2.82,1202,0,1,2,2,0,0,0,0,1,0,0,5,960.8486,25381,32860,0,-4195,-10824,0,-5882,0,51,118,33,22,34.9418,577,123,533,-9,700,-41,0,0,40680,3628.6522,3114.1597
17,70,82,49,91,37,0.717948717948718,0.45,0.631578947368421,0.5714285714285714,0.6521739130434783,39.0,20.0,19.0,7.0,23.0,13,3,36,0.5003,0.6158,0.131975,1.36,1559,1,1,3,3,0,1,1,1,1,0,0,6,1261.3085,25656,34510,47486,1438,1007,5770,1253,5056,84,228,45,33,33.7139,708,168,540,32,746,45,861,24,47773,2459.4227,2357.6652
805,49,7,104,72,120,0.782608695652174,0.5348837209302325,0.45,0.4242424242424242,0.5833333333333334,23.0,43.0,20.0,33.0,12.0,21,14,58,0.5753,0.9589,0.0697745,0.99,2190,0,1,3,3,0,0,1,2,1,1,1,4,1379.0959,24901,36187,45277,245,2791,1905,2268,1681,142,362,94,67,35.2329,1051,235,547,-6,763,35,913,37,93493,3671.9452,3475.2329
329,70,62,73,48,2,0.3103448275862069,0.3684210526315789,0.2,0.25,0.2,29.0,38.0,5.0,12.0,10.0,4,14,11,0.108,0.486,-0.0757773,-0.54,2222,0,1,2,2,0,1,1,1,0,0,0,2,949.0909,23325,32711,41864,-648,265,23,622,638,132,359,101,68,34.2934,1063,207,566,19,742,6,918,30,64146,3302.2952,3467.5788
1217,62,38,57,41,96,0.53125,0.625,0.6923076923076923,0.5789473684210527,0.5714285714285714,32.0,32.0,26.0,19.0,7.0,12,6,37,0.3638,0.5457,0.111173,2.9,1979,1,1,3,3,1,1,1,2,1,1,1,9,1322.5467,26581,35402,46680,3361,2756,7163,1190,7122,108,267,50,43,35.3512,960,206,564,45,731,44,904,60,81931,2523.7898,2965.71
874,70,0,1,65,79,0.2941176470588235,0.0833333333333333,0.1,0.0,0.2857142857142857,34.0,12.0,10.0,3.0,28.0,15,19,34,0.4108,0.9311,-0.00101535,0.97,2191,0,0,0,0,1,2,0,0,1,1,1,8,1120.7485,25794,38478,46362,72,5861,3671,3646,-2063,180,428,73,76,30.7257,893,229,556,-16,750,24,879,36,73437,3606.8736,3466.5541
1599,57,79,32,106,82,0.3809523809523809,0.3157894736842105,0.1428571428571428,0.4285714285714285,0.3809523809523809,21.0,19.0,14.0,7.0,21.0,1,15,2,0.0362,0.5794,-0.175915,-3.58,1657,0,0,1,1,0,0,0,0,0,0,0,1,941.6053,22957,31535,40492,-3392,-5636,-9162,-125,-6747,79,191,53,27,36.2824,829,173,543,-10,774,3,949,8,31371,3240.3621,2336.5963
1818,6,27,21,61,116,0.5,0.4791666666666667,0.4285714285714285,0.3125,0.3157894736842105,4.0,48.0,28.0,16.0,19.0,3,21,9,0.1437,1.1492,-0.235866,-3.81,1253,0,0,1,1,0,0,0,0,0,0,0,2,845.2674,23505,31148,0,-3765,-12211,0,-6546,0,55,135,26,21,33.1844,573,120,519,-13,687,-37,0,0,44409,4295.6744,2888.4757
1243,31,0,57,93,115,0.75,0.75,0.7692307692307693,0.6111111111111112,0.6666666666666666,28.0,28.0,26.0,18.0,33.0,23,10,55,0.7431,1.0662,0.209991,3.89,1857,1,1,5,4,1,1,1,1,1,1,1,7,1527.2698,28345,39384,50592,4730,5747,8027,2814,8785,105,259,38,43,36.3813,863,263,552,72,739,89,891,103,79328,3265.5574,2313.7641
1697,13,13,52,81,13,0.5833333333333334,0.5384615384615384,0.5,0.5,0.4,12.0,13.0,16.0,6.0,5.0,11,5,31,0.3213,0.4674,0.1073,1.42,2054,0,1,4,4,1,1,1,2,0,1,1,6,1290.2629,25101,34652,44016,384,1782,2466,1506,4936,114,310,58,36,33.8559,921,238,544,17,704,15,834,-14,94429,3266.8452,3210.5842
625,34,4,92,76,49,0.7058823529411765,0.8571428571428571,0.7916666666666666,0.625,1.0,17.0,14.0,24.0,16.0,8.0,10,4,32,0.3308,0.4631,0.115812,1.66,1814,1,1,3,3,0,0,1,1,1,0,1,0,1265.0937,24675,34796,44793,116,3042,5951,4326,9546,122,301,57,29,37.5413,880,255,597,57,816,119,974,129,59029,2865.5458,2653.462
1181,25,27,21,93,61,0.2105263157894736,0.4791666666666667,0.4285714285714285,0.3809523809523809,0.4347826086956521,19.0,48.0,28.0,21.0,23.0,15,22,44,0.3432,0.8467,0.0185717,0.16,2622,0,1,5,4,0,0,0,0,1,1,1,5,1113.7757,25046,33612,41897,-21,-140,-598,243,952,154,405,74,73,32.6316,1200,226,510,5,708,-4,925,-4,124713,3493.6156,4036.0641
1906,33,16,110,38,12,0.8292682926829268,0.6363636363636364,0.8205128205128205,0.7962962962962963,0.875,41.0,11.0,39.0,54.0,8.0,6,17,10,0.1813,0.6949,-0.137107,-2.36,1986,0,0,2,2,1,1,0,0,0,0,0,5,981.4804,24352,33541,40905,-2272,-1703,-4445,178,-4738,109,265,62,45,34.3505,921,216,531,2,739,18,907,36,73419,3457.6435,3329.8187
618,49,4,99,19,83,0.782608695652174,0.5714285714285714,0.6486486486486487,0.5,0.6666666666666666,23.0,7.0,37.0,8.0,6.0,23,8,53,0.7427,1.0011,0.24719,3.83,1858,1,1,5,4,0,1,1,2,1,1,1,4,1546.8568,26496,40144,51823,2652,7528,11933,4362,12038,113,283,54,48,34.9408,857,225,549,51,750,67,937,94,82945,2819.9677,2881.873
1802,5,36,25,93,53,0.5,0.2857142857142857,0.5833333333333334,0.4705882352941176,0.1666666666666666,8.0,7.0,12.0,17.0,6.0,8,16,16,0.2741,0.8224,-0.07681,-0.9,1751,1,1,1,1,1,1,0,0,0,0,0,5,999.5774,24053,34791,42493,-2223,-824,-1593,773,1578,99,232,32,40,33.2724,782,189,499,-7,719,2,909,19,49947,2958.0925,2453.1125
243,61,4,103,24,39,0.8333333333333334,0.6923076923076923,0.7272727272727273,0.6666666666666666,0.5,24.0,13.0,11.0,33.0,10.0,14,11,34,0.3183,0.5684,-0.157511,0.17,2639,1,0,3,3,0,1,0,1,0,1,1,4,1094.9602,25083,34441,41639,364,1204,-1860,1628,-4676,0,467,104,64,29.6476,1074,230,490,38,642,25,796,14,102479,2759.7499,2930.5191
79,69,62,110,38,2,0.3846153846153846,0.3529411764705882,0.4814814814814814,0.3636363636363636,0.5714285714285714,13.0,34.0,27.0,22.0,7.0,15,16,39,0.4267,0.8819,-0.0745299,-1.01,2109,1,0,2,2,1,1,0,0,0,1,0,4,1050.4694,24708,33536,41389,-15,-1158,-1466,-645,-1071,106,292,59,49,31.01,918,172,452,-47,609,-59,807,-48,68772,3051.6927,3536.7568
1110,52,13,38,0,82,0.5961538461538461,0.631578947368421,0.8333333333333334,0.5238095238095238,0.6842105263157895,52.0,19.0,6.0,21.0,38.0,16,7,38,0.632,0.9085,0.0733945,1.54,1519,1,1,4,4,1,1,1,1,0,1,1,3,1368.7821,24880,34402,50877,1048,1548,8269,1111,9754,87,245,65,28,35.8657,754,154,543,12,763,25,907,53,56719,2883.476,2982.6991
1713,52,32,108,39,79,0.2857142857142857,0.5714285714285714,0.4,0.2,0.5555555555555556,7.0,7.0,10.0,5.0,18.0,13,3,35,0.4575,0.563,0.171002,1.42,1705,0,1,4,4,0,0,1,1,1,0,1,3,1339.566,24065,33797,48125,134,985,9045,1715,10295,146,324,58,36,37.4076,863,200,561,15,759,36,930,77,59624,2845.8299,2696.9032
392,8,40,103,93,41,0.25,0.5,0.2666666666666666,0.3809523809523809,0.4791666666666667,4.0,2.0,15.0,21.0,48.0,18,5,40,0.445,0.5686,0.121504,1.02,2427,0,1,3,3,0,0,1,1,1,0,1,6,1273.7206,23778,34168,42423,-644,800,2876,2862,1680,125,388,87,52,35.6984,1189,255,546,38,722,50,867,60,106227,2380.9889,2752.3857
428,26,11,50,42,120,0.5,0.8823529411764706,0.875,0.8571428571428571,0.7272727272727273,16.0,17.0,8.0,7.0,11.0,14,6,17,0.6,0.8571,0.282113,3.89,1400,1,1,3,3,0,1,1,1,1,1,1,12,1369.4143,27576,38988,0,4929,8341,0,4894,0,84,187,28,33,32.4429,634,123,491,71,674,104,0,0,57732,2747.3571,2406.1286
898,19,41,74,5,68,0.55,0.6153846153846154,0.5806451612903226,0.5333333333333333,0.6,20.0,26.0,31.0,15.0,15.0,5,18,12,0.1581,0.7271,-0.133199,-2.81,1898,0,0,1,1,0,0,0,0,0,0,0,5,950.2634,23869,33955,41091,-2925,-3385,-5739,-3886,-9818,90,221,52,37,31.7071,843,160,513,-54,722,-73,818,-95,56516,3050.3583,3652.824
1882,33,13,111,3,16,0.5,0.5384615384615384,0.25,0.25,0.3333333333333333,16.0,13.0,4.0,16.0,3.0,14,17,39,0.2818,0.624,-0.0553803,0.32,2981,1,0,4,4,1,1,0,2,1,1,1,10,1281.7377,28131,37465,46227,2070,1710,-1563,-2582,-9807,179,456,86,68,35.1023,1409,335,501,-59,712,-81,866,-109,134808,3485.6156,3728.5139
1912,71,78,110,49,37,0.8,0.6486486486486487,0.5416666666666666,0.6666666666666666,0.65,5.0,37.0,48.0,12.0,20.0,10,28,24,0.3176,1.207,-0.153105,-2.29,1889,0,0,0,0,0,0,0,0,1,0,1,2,949.8677,23259,33774,42095,-2980,-2666,-3983,-1301,-3644,93,228,42,33,30.2382,759,193,482,7,668,12,802,-3,79858,4130.9476,3377.8507
904,58,28,0,87,68,0.7916666666666666,0.8,0.8,0.75,0.76,24.0,15.0,5.0,12.0,25.0,9,19,26,0.283,0.8805,-0.0923077,-0.92,1908,0,0,0,0,1,2,0,0,1,1,1,4,995.9748,25120,35402,42952,-547,1048,-3520,-239,-6662,123,252,51,38,30.8176,788,192,520,-58,684,-62,803,-79,88775,3369.5283,3806.4151
665,4,4,77,22,3,0.6428571428571429,0.8,0.5434782608695652,0.6666666666666666,0.6,14.0,15.0,46.0,3.0,20.0,17,7,48,0.554,0.7822,0.0323414,0.86,1841,1,1,3,3,1,1,0,0,1,0,1,3,1276.0674,24167,34454,42582,422,1919,-205,939,-1991,94,295,69,34,34.8724,888,182,532,10,715,-8,886,10,69423,2963.7588,3137.8924
1467,61,72,99,61,29,0.4375,0.4705882352941176,0.6153846153846154,0.3846153846153846,0.5833333333333334,16.0,17.0,13.0,13.0,12.0,19,3,47,0.7059,0.8173,0.188221,1.69,1615,0,1,3,3,0,0,1,1,1,1,1,4,1447.8019,24639,35878,48510,670,3626,8780,3857,13779,97,223,48,34,40.3467,871,215,596,32,830,75,1021,139,72290,2544.5944,2389.5232
1407,7,38,57,38,72,0.56,0.625,0.6923076923076923,0.3636363636363636,0.0,25.0,32.0,26.0,22.0,2.0,12,27,26,0.3038,0.9873,0.0398997,-2.46,2370,0,0,1,1,0,0,1,1,0,0,0,2,1166.1519,23315,30499,42433,-4708,-8427,-4597,-7054,-4135,144,318,60,49,31.3418,988,250,505,-48,677,-59,853,-40,89459,3692.9114,3121.6203
1622,58,41,36,98,68,0.125,0.5,0.4761904761904761,0.4375,0.3846153846153846,8.0,16.0,21.0,16.0,13.0,7,13,17,0.2541,0.726,-0.081917,-2.87,1653,0,0,0,0,0,0,0,0,0,0,0,1,938.8385,22961,32526,41241,-4261,-3489,-4610,447,-2303,94,229,46,41,33.2849,754,163,503,-55,721,-34,895,-59,64175,3356.5517,2932.8494
440,52,88,98,72,111,0.5434782608695652,0.717948717948718,0.6666666666666666,0.6190476190476191,0.5,46.0,39.0,15.0,21.0,2.0,15,1,40,0.5422,0.5783,0.189901,3.34,1660,1,1,3,3,0,0,1,1,1,1,1,7,1405.5181,26504,36705,50197,3318,5343,11439,3759,10300,114,284,53,35,36.4699,835,174,553,32,770,69,933,78,68537,2604.9036,3321.3614
582,70,87,74,8,120,0.4210526315789473,0.25,0.25,0.4090909090909091,0.2666666666666666,38.0,8.0,24.0,22.0,15.0,12,12,24,0.267,0.5339,0.0155123,2.21,2697,1,0,4,4,1,2,0,0,1,1,1,4,1140.8899,25122,33925,43783,2590,3322,4915,1448,3356,165,493,98,75,35.2836,1282,304,506,26,677,37,881,55,107642,3597.8643,4196.5962
1437,28,48,96,34,21,0.6896551724137931,0.7777777777777778,0.3888888888888889,0.6666666666666666,0.0,29.0,9.0,18.0,15.0,2.0,9,15,20,0.2748,0.7328,-0.0344131,-0.84,1965,1,0,2,2,0,0,0,0,1,0,0,2,1025.6794,23615,33377,42473,-1754,236,-482,-604,212,130,301,59,54,34.4122,912,215,510,-43,711,-29,903,-32,60878,3024.5802,2776.7939
